App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Review_group
Human Dx,MEDICAL,1.0,6,16M,500+,Free,0,Everyone,Medical,"August 4, 2018",Human Dx,6.0 and up,"[0,23)"
SOLEM AG,TOOLS,1.0,1,51M,"1,000+",Free,0,Everyone,Tools,"September 19, 2017",1.0.2,4.0 and up,"[0,23)"
BJ's Wholesale Club,SHOPPING,1.0,4099,17M,"100,000+",Free,0,Everyone,Shopping,"July 27, 2018",2.0.10,4.1 and up,"[889,26432)"
CJ Fallon eBook Reader,FAMILY,0.0,76,14M,"5,000+",Free,0,Everyone,Education,"February 13, 2014",2.2.1,3.0 and up,"[23,889)"
Flights,TRAVEL_AND_LOCAL,1.0,18039,3.1M,"1,000,000+",Free,0,Everyone,Travel & Local,"July 26, 2018",3.6.6,4.1 and up,"[889,26432)"
AlReader -any text book reader,BOOKS_AND_REFERENCE,1.0,90468,5.9M,"5,000,000+",Free,0,Everyone,Books & Reference,"May 27, 2018",1.911805270,2.3 and up,"[26432,max)"
CB SMART LIFE,TOOLS,1.0,30,9.0M,500+,Free,0,Everyone,Tools,"July 3, 2018",2.4.0,4.1 and up,"[23,889)"
CZ File Manager,TOOLS,0.0,876,8.7M,"1,000,000+",Free,0,Everyone,Tools,"August 6, 2018",3.2.3,4.2 and up,"[23,889)"
Gun Club Armory,GAME,1.0,55014,28M,"1,000,000+",Free,0,Teen,Action,"December 4, 2017",1.2.6,4.1 and up,"[26432,max)"
Weather Data CH,WEATHER,1.0,15,Varies with device,500+,Paid,$2.99,Everyone,Weather,"August 9, 2016",Varies with device,Varies with device,"[0,23)"
Google Keep,PRODUCTIVITY,1.0,691474,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"August 6, 2018",Varies with device,Varies with device,"[26432,max)"
Heavy Bus Simulator,FAMILY,1.0,252006,26M,"5,000,000+",Free,0,Everyone,Simulation,"March 15, 2018",1.084,2.3 and up,"[26432,max)"
Undead Assault,GAME,1.0,4704,37M,"100,000+",Free,0,Everyone 10+,Arcade,"November 4, 2015",1.4.6,2.3 and up,"[889,26432)"
USMLE Step 2 CK Cards Lite,FAMILY,0.0,28,1.5M,"5,000+",Free,0,Everyone,Education,"May 20, 2014",2.46,2.2 and up,"[23,889)"
Tennis Champion 3D - Online Sports Game,SPORTS,0.0,170973,43M,"5,000,000+",Free,0,Everyone,Sports,"June 6, 2018",2.1,4.1 and up,"[26432,max)"
"StubHub - Tickets to Sports, Concerts & Events",EVENTS,0.0,26089,Varies with device,"5,000,000+",Free,0,Everyone,Events,"August 2, 2018",4.2.1,Varies with device,"[889,26432)"
BM FlexCheck,AUTO_AND_VEHICLES,0.0,2,34M,100+,Free,0,Everyone,Auto & Vehicles,"June 8, 2018",1.10.1,5.0 and up,"[0,23)"
"Homes.com 🏠 For Sale, Rent",HOUSE_AND_HOME,0.0,6000,18M,"1,000,000+",Free,0,Everyone,House & Home,"July 28, 2018",9.6.8,4.1 and up,"[889,26432)"
Guns'n'Glory Zombies Premium,FAMILY,1.0,313,34M,"5,000+",Paid,$2.99,Everyone 10+,Strategy,"July 15, 2016",1.1.5,2.3.3 and up,"[23,889)"
Message AI - Write Better Messages,TOOLS,1.0,0,7.9M,100+,Paid,$2.99,Mature 17+,Tools,"July 4, 2018",1.3.1,5.0 and up,"[0,23)"
BK Murli Dictionary (H to E),FAMILY,1.0,106,3.9M,"10,000+",Free,0,Everyone,Education,"November 19, 2016",1.1,2.2 and up,"[23,889)"
justWink Greeting Cards,LIFESTYLE,1.0,69177,15M,"1,000,000+",Free,0,Teen,Lifestyle,"August 2, 2017",2.7.3,4.4 and up,"[26432,max)"
AJ Player,VIDEO_PLAYERS,1.0,18,1.7M,100+,Free,0,Everyone,Video Players & Editors,"April 22, 2018",1.6.3.1,5.0 and up,"[0,23)"
Sweet Baby Girl - Dream House and Play Time,FAMILY,0.0,95537,58M,"10,000,000+",Free,0,Everyone,Educational;Education,"July 13, 2018",2.2.54,4.4 and up,"[26432,max)"
Geo Tracker - GPS tracker,TRAVEL_AND_LOCAL,1.0,42849,Varies with device,"1,000,000+",Free,0,Everyone,Travel & Local,"August 10, 2016",Varies with device,Varies with device,"[26432,max)"
B&W Photo Filter Editor,PHOTOGRAPHY,0.0,205,2.4M,"50,000+",Free,0,Everyone,Photography,"July 29, 2017",1.0.5,4.0 and up,"[23,889)"
BetterMe: Weight Loss Workouts,HEALTH_AND_FITNESS,1.0,14709,15M,"5,000,000+",Free,0,Everyone,Health & Fitness,"July 26, 2018",2.8.2,5.0 and up,"[889,26432)"
ByssWeather for Wear OS,WEATHER,1.0,19666,Varies with device,"1,000,000+",Free,0,Everyone,Weather,"April 11, 2018",Varies with device,Varies with device,"[889,26432)"
Archos File Manager,PRODUCTIVITY,0.0,2131,2.3M,"5,000,000+",Free,0,Everyone,Productivity,"April 22, 2016",4.1.4,4.1 and up,"[889,26432)"
PlayStation App,ENTERTAINMENT,1.0,613059,25M,"50,000,000+",Free,0,Everyone,Entertainment,"July 26, 2018",18.07.0,4.1 and up,"[26432,max)"
Universal AC Remote Control,TOOLS,0.0,40934,5.2M,"1,000,000+",Free,0,Everyone,Tools,"July 28, 2018",acremotecontrol18,4.0.3 and up,"[26432,max)"
QR Code Pro,PRODUCTIVITY,1.0,5865,15M,"100,000+",Paid,$4.49,Everyone,Productivity,"July 18, 2018",1.0,4.1 and up,"[889,26432)"
video player,VIDEO_PLAYERS,1.0,26421,Varies with device,"1,000,000+",Free,0,Everyone,Video Players & Editors,"May 30, 2018",3.4.5,4.1 and up,"[889,26432)"
CY Konum,PERSONALIZATION,1.0,1,1.3M,100+,Free,0,Everyone,Personalization,"June 27, 2018",3.0,5.1 and up,"[0,23)"
.R,TOOLS,1.0,259,203k,"10,000+",Free,0,Everyone,Tools,"September 16, 2014",1.1.06,1.5 and up,"[23,889)"
CS Browser | #1 & BEST BROWSER,COMMUNICATION,0.0,52,2.1M,"1,000+",Free,0,Everyone,Communication,"August 28, 2015",2.0,3.0 and up,"[23,889)"
AQ: First Contact,FAMILY,1.0,0,Varies with device,"50,000+",Free,0,Everyone,Strategy,"July 26, 2018",Varies with device,Varies with device,"[0,23)"
Endless Numbers,FAMILY,1.0,2952,37M,"500,000+",Free,0,Everyone,Education;Education,"June 19, 2018",1.2.0,5.1 and up,"[889,26432)"
Elevate - Brain Training Games,EDUCATION,1.0,248912,Varies with device,"5,000,000+",Free,0,Everyone,Education,"July 30, 2018",Varies with device,Varies with device,"[26432,max)"
Water Surfer Floating BMX Bicycle Rider Racing,FAMILY,1.0,551,38M,"100,000+",Free,0,Everyone,Simulation,"July 3, 2017",1.0,2.3 and up,"[23,889)"
Fast News,NEWS_AND_MAGAZINES,1.0,84957,Varies with device,"1,000,000+",Free,0,Everyone 10+,News & Magazines,"January 13, 2018",Varies with device,Varies with device,"[26432,max)"
"Victoria, BC | Tour City",TRAVEL_AND_LOCAL,1.0,20,15M,"1,000+",Free,0,Everyone,Travel & Local,"August 2, 2016",1.7,4.0 and up,"[0,23)"
CNY Slots : Gong Xi Fa Cai 发财机,GAME,0.0,33,71M,"5,000+",Free,0,Teen,Casino,"June 6, 2017",1.2,4.0.3 and up,"[23,889)"
My BP Lab,HEALTH_AND_FITNESS,0.0,186,25M,"10,000+",Free,0,Everyone,Health & Fitness,"May 19, 2018",1.1.0,8.0 and up,"[23,889)"
Jobs in Alabama - Jobs in Alba,BUSINESS,1.0,11622,Varies with device,"5,000,000+",Free,0,Everyone,Business,"July 26, 2018",Varies with device,Varies with device,"[889,26432)"
Build a Bridge!,FAMILY,1.0,263454,74M,"10,000,000+",Free,0,Everyone,Puzzle,"August 2, 2018",2.1.1,4.1 and up,"[26432,max)"
AR Dragon Pet,FAMILY,1.0,0,Varies with device,"50,000+",Free,0,Everyone,Casual,"November 9, 2017",Varies with device,Varies with device,"[0,23)"
BANGLA TV 3G/4G,SPORTS,1.0,142,5.3M,"100,000+",Free,0,Everyone,Sports,"June 7, 2018",2.4,4.0 and up,"[23,889)"
FaFaFa™ Gold Casino: Free slot machines,GAME,1.0,11051,44M,"1,000,000+",Free,0,Teen,Casino,"June 25, 2018",1.9.58,4.0.3 and up,"[889,26432)"
Daily K-Talk,FAMILY,1.0,264,60M,"10,000+",Free,0,Everyone,Education,"July 31, 2018",v8[1.0.10],2.3 and up,"[23,889)"
Stack It AR,GAME,0.0,1363,26M,"100,000+",Free,0,Everyone,Arcade,"June 29, 2018",1.1.4,4.0 and up,"[889,26432)"
My Dy Dice - 3D Dice Roller,LIFESTYLE,1.0,9,22M,100+,Free,0,Everyone,Lifestyle,"September 20, 2016",1.01,4.1 and up,"[0,23)"
Badoo - Free Chat & Dating App,SOCIAL,1.0,3781770,Varies with device,"100,000,000+",Free,0,Mature 17+,Social,"August 2, 2018",Varies with device,Varies with device,"[26432,max)"
Google News,NEWS_AND_MAGAZINES,0.0,877635,13M,"1,000,000,000+",Free,0,Teen,News & Magazines,"August 1, 2018",5.2.0,4.4 and up,"[26432,max)"
Calculator CM,TOOLS,1.0,8,1.8M,500+,Free,0,Everyone,Tools,"March 9, 2015",1.0,2.3 and up,"[0,23)"
Pepsi Cards DC,COMICS,1.0,1,21M,50+,Free,0,Everyone 10+,Comics,"June 26, 2018",0.0.4,4.4 and up,"[0,23)"
Standard Chartered Mobile (BW),FINANCE,1.0,96,7.2M,"10,000+",Free,0,Everyone,Finance,"August 5, 2018",2.9,4.0 and up,"[23,889)"
Safe Santa Fe,FAMILY,1.0,2,12M,"1,000+",Free,0,Everyone,Education,"July 4, 2016",1.0,4.0 and up,"[0,23)"
Soviet Military Maps Free,MAPS_AND_NAVIGATION,1.0,21589,5.6M,"1,000,000+",Free,0,Everyone,Maps & Navigation,"August 1, 2018",5.1.0 free,4.0 and up,"[889,26432)"
Poker Pro.Fr,GAME,1.0,5442,17M,"100,000+",Free,0,Teen,Card,"May 22, 2018",4.1.3,2.3 and up,"[889,26432)"
Background Changer & Eraser,PHOTOGRAPHY,0.0,2076,11M,"500,000+",Free,0,Teen,Photography,"May 21, 2018",2.5,4.1 and up,"[889,26432)"
CG Freelancer,NEWS_AND_MAGAZINES,1.0,10,2.3M,"1,000+",Free,0,Everyone,News & Magazines,"July 30, 2014",2.0.1,4.1 and up,"[0,23)"
Ei Electronics AudioLINK,TOOLS,0.0,59,1.8M,"10,000+",Free,0,Everyone,Tools,"October 19, 2017",2.3.1,4.0 and up,"[23,889)"
AT&T Smart Wi-Fi,TOOLS,0.0,18513,6.1M,"10,000,000+",Free,0,Everyone,Tools,"April 26, 2018",3.2,4.1 and up,"[889,26432)"
NetApp CE,BUSINESS,1.0,0,21M,100+,Free,0,Everyone,Business,"February 27, 2018",v6.6.0,5.0 and up,"[0,23)"
f'east,LIFESTYLE,0.0,38,4.8M,"5,000+",Free,0,Everyone,Lifestyle,"April 17, 2018",2.6.3,4.0 and up,"[23,889)"
CF SHOP!,LIFESTYLE,0.0,88,43M,"10,000+",Free,0,Everyone,Lifestyle,"June 30, 2018",1.8.1,4.4 and up,"[23,889)"
AR Toybox - Augmented Reality Demos,FAMILY,0.0,20,36M,"1,000+",Free,0,Everyone,Simulation,"August 17, 2017",1.0.2,4.1 and up,"[0,23)"
Cartoon Wars: Blade,GAME,1.0,165656,38M,"5,000,000+",Free,0,Teen,Arcade,"February 7, 2018",1.1.0,2.3 and up,"[26432,max)"
AF Comics Reader - Free,COMICS,0.0,5,4.1M,100+,Free,0,Everyone,Comics,"November 10, 2017",1.0,4.1 and up,"[0,23)"
gardening ideas flower diy,HOUSE_AND_HOME,1.0,0,5.6M,100+,Free,0,Everyone,House & Home,"May 29, 2017",1.0,2.3 and up,"[0,23)"
Magoosh GMAT Prep & Practice,EDUCATION,1.0,1058,Varies with device,"100,000+",Free,0,Everyone,Education,"June 18, 2018",Varies with device,Varies with device,"[889,26432)"
Standoff 2,GAME,1.0,299046,47M,"10,000,000+",Free,0,Mature 17+,Action,"July 12, 2018",0.9.5,4.1 and up,"[26432,max)"
Bing Ads,BUSINESS,1.0,1828,13M,"100,000+",Free,0,Everyone,Business,"July 20, 2018",2.13.2,4.1 and up,"[889,26432)"
Mail.Ru - Email App,COMMUNICATION,1.0,837842,Varies with device,"50,000,000+",Free,0,Everyone,Communication,"August 3, 2018",Varies with device,Varies with device,"[26432,max)"
"JEFIT Workout Tracker, Weight Lifting, Gym Log App",HEALTH_AND_FITNESS,1.0,60096,27M,"5,000,000+",Free,0,Teen,Health & Fitness,"April 7, 2018",10.0,4.0.3 and up,"[26432,max)"
Q-slope,TOOLS,1.0,2,3.9M,50+,Paid,$1.76,Everyone,Tools,"December 3, 2017",5.0,4.3 and up,"[0,23)"
G Cloud Apps Backup Key * root,TOOLS,1.0,1034,196k,"5,000+",Paid,$4.99,Everyone,Tools,"September 8, 2013",1.1,2.2 and up,"[889,26432)"
MyVodafone (India) - Online Recharge & Pay Bills,PRODUCTIVITY,1.0,1092367,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"August 4, 2018",8.0.1.0,Varies with device,"[26432,max)"
PRIMATURE.CD,NEWS_AND_MAGAZINES,1.0,6,4.8M,100+,Free,0,Everyone,News & Magazines,"October 30, 2017",6.3.7.1,4.1 and up,"[0,23)"
Breweries (CZ/SK),LIFESTYLE,1.0,1740,4.4M,"50,000+",Free,0,Teen,Lifestyle,"July 27, 2017",3.1.0,4.1 and up,"[889,26432)"
DW Security,BUSINESS,1.0,6,15M,100+,Free,0,Everyone,Business,"July 25, 2018",69.1,4.1 and up,"[0,23)"
Wetter by t-online.de,WEATHER,1.0,24349,9.2M,"1,000,000+",Free,0,Everyone,Weather,"May 14, 2018",1.8.4.5,4.1 and up,"[889,26432)"
WISE- MOBILE PORTAL,TOOLS,1.0,3,1.0M,500+,Free,0,Everyone,Tools,"July 30, 2015",1.0.0.4,2.2 and up,"[0,23)"
Bk Bee Sales Manager,BUSINESS,1.0,0,2.1M,5+,Paid,$0.99,Everyone,Business,"December 16, 2017",1.0,4.1 and up,"[0,23)"
FORUM Credit Union CU Online,FINANCE,1.0,196,7.3M,"10,000+",Free,0,Everyone,Finance,"June 30, 2018",5.0.0,4.4 and up,"[23,889)"
McDonald's - McDonald's Japan,FOOD_AND_DRINK,0.0,109784,64M,"10,000,000+",Free,0,Everyone,Food & Drink,"August 3, 2018",4.0.30,4.0.3 and up,"[26432,max)"
Free Z Glass GO Keyboard Theme,PERSONALIZATION,1.0,71829,8.8M,"5,000,000+",Free,0,Everyone,Personalization,"June 30, 2017",4.16,4.0 and up,"[26432,max)"
Cute wallpapers & kawaii backgrounds images,PERSONALIZATION,1.0,4724,5.4M,"1,000,000+",Free,0,Everyone,Personalization,"July 30, 2018",1.2,4.0.3 and up,"[889,26432)"
FC Red Bull Salzburg App,SPORTS,1.0,1526,89M,"50,000+",Free,0,Everyone,Sports,"August 7, 2018",4.0.4-R,5.0 and up,"[889,26432)"
Earth to Luna! Watch and Play,FAMILY,0.0,10753,84M,"1,000,000+",Free,0,Everyone,Educational;Education,"July 23, 2018",2.5.6,4.1 and up,"[889,26432)"
Riptide GP: Renegade,GAME,1.0,4328,Varies with device,"100,000+",Paid,$2.99,Everyone 10+,Racing,"June 1, 2018",1.2.1,4.1 and up,"[889,26432)"
Ay Sabz Gunbad Waly,VIDEO_PLAYERS,1.0,4,3.9M,"1,000+",Free,0,Everyone,Video Players & Editors,"September 11, 2017",1.1,4.0 and up,"[0,23)"
Yaoi Ooku: Distorted Love,FAMILY,0.0,2614,6.3M,"100,000+",Free,0,Mature 17+,Simulation,"April 14, 2015",1.0.8,2.2 and up,"[889,26432)"
FL House,PRODUCTIVITY,1.0,29,Varies with device,"1,000+",Free,0,Everyone,Productivity,"November 22, 2016",1.6.7,Varies with device,"[23,889)"
Google Voice,COMMUNICATION,1.0,171031,Varies with device,"10,000,000+",Free,0,Everyone,Communication,"August 3, 2018",Varies with device,Varies with device,"[26432,max)"
Brilliant,EDUCATION,1.0,41185,Varies with device,"1,000,000+",Free,0,Everyone,Education,"August 3, 2018",Varies with device,Varies with device,"[26432,max)"
Cover Camera for FB,PHOTOGRAPHY,0.0,742,1.8M,"100,000+",Free,0,Everyone,Photography,"March 9, 2014",3.0.0,2.2 and up,"[23,889)"
"Super P Launcher for Android P 9.0 launcher, theme",TOOLS,1.0,2026,7.5M,"100,000+",Free,0,Everyone,Tools,"August 3, 2018",1.9,4.0 and up,"[889,26432)"
BG Guide,TRAVEL_AND_LOCAL,1.0,3,2.4M,100+,Free,0,Everyone,Travel & Local,"November 28, 2016",1.1,2.3.3 and up,"[0,23)"
Bible with EGW Comments,BOOKS_AND_REFERENCE,1.0,3776,12M,"100,000+",Free,0,Everyone,Books & Reference,"February 7, 2018",2.12.0,4.1 and up,"[889,26432)"
AF-STROKE,MEDICAL,1.0,5,902k,100+,Paid,$5.00,Teen,Medical,"December 19, 2013",1.3,2.1 and up,"[0,23)"
LINE: Free Calls & Messages,COMMUNICATION,1.0,10790289,Varies with device,"500,000,000+",Free,0,Everyone,Communication,"July 26, 2018",Varies with device,Varies with device,"[26432,max)"
The Video Messenger App,SOCIAL,1.0,1200,2.8M,"100,000+",Free,0,Everyone,Social,"August 2, 2018",0.1.1,4.1 and up,"[889,26432)"
EZ Wifi Notification,COMMUNICATION,1.0,260,193k,"10,000+",Free,0,Everyone,Communication,"August 11, 2014",1.8,2.2 and up,"[23,889)"
Combat Strike CS 🔫 Counter Terrorist Attack FPS💣,GAME,1.0,1019,39M,"100,000+",Free,0,Teen,Action,"July 23, 2018",1.0.7,4.1 and up,"[889,26432)"
C3-C4-PİCASSO-ELYSEE RACİNG,GAME,1.0,12,48M,"1,000+",Free,0,Everyone,Arcade,"February 12, 2017","1,01",4.0 and up,"[0,23)"
Citizens Bank - CB Mobile,FINANCE,1.0,6,11M,"1,000+",Free,0,Everyone,Finance,"August 2, 2018",4.19.62,4.4 and up,"[0,23)"
"Muscle Premium - Human Anatomy, Kinesiology, Bones",MEDICAL,1.0,168,25M,"10,000+",Paid,$24.99,Everyone,Medical,"August 11, 2017",7.1.17,4.4 and up,"[23,889)"
Music - Mp3 Player,VIDEO_PLAYERS,1.0,259605,3.1M,"10,000,000+",Free,0,Everyone,Video Players & Editors,"August 3, 2018",1.6.1,4.0.3 and up,"[26432,max)"
CF PD,FINANCE,1.0,4,2.7M,100+,Free,0,Everyone,Finance,"March 28, 2018",1.10,4.1 and up,"[0,23)"
Cinematic Cinematic,ENTERTAINMENT,1.0,37000,15M,"1,000,000+",Free,0,Mature 17+,Entertainment,"June 21, 2018",4.0.5,4.1 and up,"[26432,max)"
Beard Live Camera Photo Editor,BEAUTY,1.0,900,30M,"5,000+",Free,0,Everyone,Beauty,"March 25, 2018",1.1,4.0.3 and up,"[889,26432)"
Philips Hue,LIFESTYLE,0.0,10006,53M,"1,000,000+",Free,0,Everyone,Lifestyle,"July 26, 2018",3.2.0,5.0 and up,"[889,26432)"
ES File Explorer,TOOLS,1.0,278,2.8M,"100,000+",Free,0,Everyone,Tools,"July 2, 2018",3.1.5,4.0 and up,"[23,889)"
R Programming Language (Paperset 2) MCQ Quiz,FAMILY,1.0,0,3.4M,10+,Free,0,Everyone,Education,"March 19, 2018",1.0,4.0.3 and up,"[0,23)"
World History Quick e-Book,FAMILY,1.0,1657,4.9M,"100,000+",Free,0,Everyone,Education;Education,"July 17, 2018",1.35,4.1 and up,"[889,26432)"
TouchPal Purple Butterfly Theme,PERSONALIZATION,1.0,7435,6.9M,"1,000,000+",Free,0,Everyone,Personalization,"June 28, 2018",1,4.0.3 and up,"[889,26432)"
BS Calendar / Patro / पात्रो,PRODUCTIVITY,1.0,218,Varies with device,"50,000+",Free,0,Everyone,Productivity,"July 15, 2018",Varies with device,Varies with device,"[23,889)"
AC Remote for O General - NOW FREE,TOOLS,0.0,274,26M,"50,000+",Free,0,Everyone,Tools,"July 30, 2018",6.1.7,4.2 and up,"[23,889)"
Displaying You VR,PHOTOGRAPHY,1.0,1,67M,50+,Free,0,Everyone,Photography,"October 19, 2016",3.0.6.2,4.0 and up,"[0,23)"
Cooking in the Kitchen,FAMILY,1.0,217736,87M,"10,000,000+",Free,0,Everyone,Casual;Pretend Play,"August 2, 2018",1.1.64,4.1 and up,"[26432,max)"
PDD-UA,AUTO_AND_VEHICLES,1.0,736,Varies with device,"100,000+",Free,0,Everyone,Auto & Vehicles,"July 29, 2018",2.9,2.3.3 and up,"[23,889)"
PlayMotiv dn edition,BUSINESS,1.0,0,28M,500+,Free,0,Everyone,Business,"April 8, 2018",1.0.2,4.1 and up,"[0,23)"
World Series of Poker – WSOP Free Texas Holdem,GAME,1.0,910051,76M,"10,000,000+",Free,0,Teen,Card,"August 2, 2018",5.11.0,4.1 and up,"[26432,max)"
GUNSHIP BATTLE: Helicopter 3D,GAME,1.0,2151039,75M,"50,000,000+",Free,0,Teen,Action,"August 1, 2018",2.6.61,4.0.3 and up,"[26432,max)"
Zumper - Apartment Rental Finder,HOUSE_AND_HOME,1.0,11200,25M,"1,000,000+",Free,0,Everyone,House & Home,"July 16, 2018",4.5.15,5.0 and up,"[889,26432)"
Tech CU Mobile Banking,FINANCE,1.0,853,27M,"10,000+",Free,0,Everyone,Finance,"July 12, 2018",4.13.72,4.1 and up,"[23,889)"
Myth Defense 2: DF,FAMILY,1.0,17108,8.3M,"100,000+",Free,0,Everyone,Strategy,"June 23, 2016",1.3.9,2.3.3 and up,"[889,26432)"
Call of Mini™ Dino Hunter,GAME,1.0,326042,10M,"10,000,000+",Free,0,Teen,Action,"June 6, 2014",3.1.7,3.0 and up,"[26432,max)"
Feel Performer,COMMUNICATION,0.0,62,34M,"10,000+",Free,0,Everyone,Communication,"April 9, 2018",2.0.3,4.1 and up,"[23,889)"
FE Connect Fhoton,TOOLS,1.0,0,1.8M,100+,Free,0,Everyone,Tools,"November 28, 2017",1.1,4.0.3 and up,"[0,23)"
Al Quran Audio (Full 30 Juz),FAMILY,1.0,7878,3.6M,"1,000,000+",Free,0,Everyone,Education,"May 29, 2017",4.0,2.3 and up,"[889,26432)"
high cholesterol levels,MEDICAL,1.0,0,3.3M,100+,Free,0,Everyone,Medical,"July 23, 2018",1.0,4.1 and up,"[0,23)"
LINE WEBTOON - Free Comics,COMICS,1.0,1013635,Varies with device,"10,000,000+",Free,0,Teen,Comics,"July 31, 2018",Varies with device,Varies with device,"[26432,max)"
Angry Birds Evolution,FAMILY,1.0,384602,88M,"10,000,000+",Free,0,Everyone,Role Playing,"July 30, 2018",1.21.1,5.0 and up,"[26432,max)"
Hashtags For Likes.co,SOCIAL,1.0,420,18M,"50,000+",Free,0,Everyone,Social,"December 19, 2016",1.1,4.0.3 and up,"[23,889)"
Christian Questions Podcast,FAMILY,1.0,222,15M,"10,000+",Free,0,Everyone,Education,"March 28, 2018",2.8,4.0.3 and up,"[23,889)"
Unclouded - Cloud Manager,PRODUCTIVITY,1.0,6850,11M,"100,000+",Free,0,Everyone,Productivity,"August 8, 2016",2.3.3-play,4.1 and up,"[889,26432)"
Qatar Airways,TRAVEL_AND_LOCAL,1.0,11182,62M,"1,000,000+",Free,0,Everyone,Travel & Local,"July 30, 2018",11.26,4.1 and up,"[889,26432)"
Roman Clock AW-7,TOOLS,1.0,52,3.0M,"5,000+",Free,0,Everyone,Tools,"March 17, 2018",2.0,4.3 and up,"[23,889)"
Learn DS [BETA],FAMILY,1.0,9,5.0M,500+,Free,0,Everyone,Education,"February 12, 2017",0.5,4.0 and up,"[0,23)"
FERZU - Furries Social Network,DATING,0.0,1576,Varies with device,"10,000+",Free,0,Mature 17+,Dating,"February 16, 2018",4.4.1,4.1 and up,"[889,26432)"
Quake & Volcanoes: 3D Globe of Volcanic Eruptions,EVENTS,1.0,663,6.0M,"100,000+",Free,0,Everyone,Events,"October 14, 2017",1.1.3,4.1 and up,"[23,889)"
EZ Inspections,PRODUCTIVITY,0.0,160,7.6M,"10,000+",Free,0,Everyone,Productivity,"July 27, 2018",4.5.24,4.2 and up,"[23,889)"
Camera360 Lite - Selfie Camera,PHOTOGRAPHY,1.0,221858,Varies with device,"10,000,000+",Free,0,Everyone,Photography,"August 1, 2018",Varies with device,4.1 and up,"[26432,max)"
Photo Background Changer 2018 - Blur Background,LIFESTYLE,0.0,34079,9.2M,"5,000,000+",Free,0,Everyone,Lifestyle,"May 21, 2018",Arrow-202,4.1 and up,"[26432,max)"
EP Gem Hunter,GAME,1.0,79,31M,"1,000+",Free,0,Everyone 10+,Action,"January 17, 2016",1.1.0,2.3 and up,"[23,889)"
Ludo Dz,GAME,1.0,17,28M,500+,Free,0,Everyone,Board,"August 27, 2017",1.0,4.1 and up,"[0,23)"
Khan Academy,EDUCATION,1.0,85375,21M,"5,000,000+",Free,0,Everyone,Education,"July 27, 2018",5.0.0,4.1 and up,"[26432,max)"
Cardboard,LIBRARIES_AND_DEMO,1.0,130272,50M,"10,000,000+",Free,0,Everyone,Libraries & Demo,"March 14, 2016",1.8,4.1 and up,"[26432,max)"
Arena of Valor: 5v5 Arena Game,GAME,1.0,438911,99M,"10,000,000+",Free,0,Teen,Action,"June 28, 2018",1.23.1.2,4.0.3 and up,"[26432,max)"
DV Web Design Tips,PRODUCTIVITY,1.0,1,5.1M,10+,Free,0,Teen,Productivity,"October 26, 2017",1.0.0,4.1 and up,"[0,23)"
BR,LIFESTYLE,0.0,859,3.5M,"100,000+",Free,0,Everyone,Lifestyle,"July 19, 2018",1.7.7,2.2 and up,"[23,889)"
Wifi Analyzer,TOOLS,1.0,335115,1.8M,"10,000,000+",Free,0,Everyone,Tools,"April 7, 2018",3.11.2,6.0 and up,"[26432,max)"
R. Physics Puzzle Game,FAMILY,1.0,5369,60M,"500,000+",Free,0,Everyone,Puzzle,"April 19, 2018",1.0.16,4.3 and up,"[889,26432)"
Fossil Q Legacy,LIFESTYLE,0.0,680,60M,"50,000+",Free,0,Everyone,Lifestyle,"September 19, 2017",1.0.1,4.4 and up,"[23,889)"
Fun Kid Racing - Motocross,FAMILY,1.0,59729,Varies with device,"10,000,000+",Free,0,Everyone,Racing;Action & Adventure,"June 27, 2018",3.46,4.2 and up,"[26432,max)"
Google,TOOLS,1.0,8033493,Varies with device,"1,000,000,000+",Free,0,Everyone,Tools,"August 3, 2018",Varies with device,Varies with device,"[26432,max)"
"Fines of the State Traffic Safety Inspectorate are official: inspection, payment of fines",AUTO_AND_VEHICLES,1.0,116986,35M,"5,000,000+",Free,0,Everyone,Auto & Vehicles,"August 2, 2018",1.9.7,4.0.3 and up,"[26432,max)"
Masterchef Cooking Games: Fun Restaurant & Kitchen,FAMILY,0.0,1036,33M,"100,000+",Free,0,Everyone,Casual,"July 6, 2018",2.6,2.3 and up,"[889,26432)"
CJ's Tire & Automotive,AUTO_AND_VEHICLES,0.0,5,34M,"1,000+",Free,0,Everyone,Auto & Vehicles,"July 30, 2018",2.8,2.3.3 and up,"[0,23)"
TI-Nspire CX Calculator Manual,FAMILY,0.0,11,27M,500+,Paid,$4.99,Everyone,Education,"July 21, 2018",1.3.0,4.1 and up,"[0,23)"
EU Exit poll,LIFESTYLE,1.0,10,9.4M,100+,Free,0,Everyone,Lifestyle,"July 15, 2016",1.6,4.1 and up,"[0,23)"
Cloud of Books,BOOKS_AND_REFERENCE,0.0,1862,19M,"1,000,000+",Free,0,Everyone,Books & Reference,"April 27, 2018",2.2.5,4.1 and up,"[889,26432)"
CBRadioTab,TOOLS,0.0,127,1.5M,"50,000+",Free,0,Everyone,Tools,"April 1, 2017",1.0,3.0 and up,"[23,889)"
AP Chemistry Prep: Practice Tests and Flashcards,FAMILY,1.0,55,5.4M,"10,000+",Free,0,Everyone,Education,"July 3, 2018",1.6.7.1,4.1 and up,"[23,889)"
