App,Category,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,review_group
"TickTick: To Do List with Reminder, Day Planner",PRODUCTIVITY,25370,Varies with device,"1,000,000+",Free,0,Everyone,Productivity,"August 6, 2018",Varies with device,Varies with device,"[889, 26432)"
Etta Homes,LIFESTYLE,220,15M,"50,000+",Free,0,Everyone,Lifestyle,"July 26, 2018",9.1.0,5.0 and up,"[23, 889)"
Tri-Ag (WV) FCU,FINANCE,0,2.9M,100+,Free,0,Everyone,Finance,"July 3, 2018",3.1.10,4.1 and up,"[0, 23)"
Ascape VR: 360° Virtual Travel,TRAVEL_AND_LOCAL,890,7.6M,"100,000+",Free,0,Everyone,Travel & Local;Action & Adventure,"August 9, 2017",4.0.38,4.4 and up,"[889, 26432)"
Free Coupons for Burger King,LIFESTYLE,17,3.1M,"5,000+",Free,0,Everyone,Lifestyle,"July 29, 2018",1.1,4.4 and up,"[0, 23)"
Experiment Z - Zombie,GAME,229329,88M,"10,000,000+",Free,0,Mature 17+,Action,"December 4, 2017",2.14,4.1 and up,[26432+)
B. R. Ambedkar Jayanti SMS,PERSONALIZATION,0,3.0M,500+,Free,0,Everyone,Personalization,"March 19, 2018",1.2,4.0.3 and up,"[0, 23)"
DM Screen,BOOKS_AND_REFERENCE,283,5.4M,"10,000+",Free,0,Everyone 10+,Books & Reference,"January 12, 2018",1.1.10a,4.0 and up,"[23, 889)"
Mad Dash Fo' Cash,GAME,14,16M,100+,Free,0,Everyone,Arcade,"June 19, 2017",2.5a,4.1 and up,"[0, 23)"
DU Antivirus Security - Applock & Privacy Guard,TOOLS,436615,10M,"10,000,000+",Free,0,Everyone,Tools,"June 5, 2018",3.3.1,4.0.3 and up,[26432+)
AZ Browser. Private & Download,COMMUNICATION,1520,5.2M,"100,000+",Free,0,Everyone,Communication,"December 31, 2016",1.4,4.4 and up,"[889, 26432)"
ColorFul - Adult Coloring Book,ENTERTAINMENT,50725,19M,"5,000,000+",Free,0,Everyone,Entertainment,"May 25, 2018",1.0.64,4.0.3 and up,[26432+)
Elif Ba Oyunu,TOOLS,26,2.2M,"5,000+",Free,0,Everyone,Tools,"November 2, 2015",1.1,2.3 and up,"[23, 889)"
Who,COMMUNICATION,2451083,Varies with device,"100,000,000+",Free,0,Teen,Communication,"August 3, 2018",Varies with device,Varies with device,[26432+)
Eh Plus English Application,FAMILY,1,874k,100+,Free,0,Everyone,Education,"May 27, 2015",1.1,4.0 and up,"[0, 23)"
DH-UFO,FAMILY,1,59M,100+,Free,0,Everyone,Entertainment,"May 24, 2018",1.0.9,4.4 and up,"[0, 23)"
Oxford Dictionary of English : Free,BOOKS_AND_REFERENCE,363934,7.1M,"10,000,000+",Free,0,Everyone,Books & Reference,"July 11, 2018",9.1.363,4.1 and up,[26432+)
Trulia Rent Apartments & Homes,HOUSE_AND_HOME,71419,Varies with device,"5,000,000+",Free,0,Everyone,House & Home,"July 24, 2018",Varies with device,Varies with device,[26432+)
BC Lotto Check,FAMILY,10,717k,"5,000+",Free,0,Everyone,Entertainment,"June 22, 2016",0.0.7,4.0.3 and up,"[0, 23)"
Sniper Killer Shooter,GAME,119368,19M,"10,000,000+",Free,0,Teen,Action,"February 21, 2017",1.1.4,2.3 and up,[26432+)
EMI/FD/RD/PV/IRR/BEP/EOQ Calc,FINANCE,58,2.7M,"10,000+",Free,0,Everyone,Finance,"December 9, 2015",1.6.3,3.0 and up,"[23, 889)"
HOTEL DEALS,TRAVEL_AND_LOCAL,1609,4.0M,"100,000+",Free,0,Everyone,Travel & Local,"April 26, 2018",53.89.55,4.1 and up,"[889, 26432)"
Cookpad,FOOD_AND_DRINK,131569,8.2M,"10,000,000+",Free,0,Everyone,Food & Drink,"August 3, 2018",2.76.2.0-android,4.2 and up,[26432+)
Eat Right Diet (by Dt Shreya's Family Diet Clinic),HEALTH_AND_FITNESS,0,12M,10+,Free,0,Everyone,Health & Fitness,"August 7, 2018",1.0.7,5.0 and up,"[0, 23)"
Counter Online FPS Game,GAME,41089,42M,"5,000,000+",Free,0,Teen,Action,"July 25, 2018",2.7,4.1 and up,[26432+)
Empires and Allies,FAMILY,398746,Varies with device,"10,000,000+",Free,0,Everyone 10+,Strategy,"August 6, 2018",Varies with device,4.1 and up,[26432+)
Artificial intelligence,FAMILY,3,1.8M,100+,Free,0,Everyone,Entertainment,"March 5, 2018",2.2,4.1 and up,"[0, 23)"
BF Combat: Genesis,GAME,3322,82M,"100,000+",Free,0,Mature 17+,Action,"March 2, 2017",5.1.6,2.3 and up,"[889, 26432)"
Advanced calculator fx 991 es plus & 991 ms plus,FAMILY,7252,9.2M,"500,000+",Free,0,Everyone,Education,"August 2, 2018",3.3.1-build-02-08-2018-19-release,4.0 and up,"[889, 26432)"
Hitman GO,FAMILY,84114,23M,"500,000+",Paid,$0.99,Everyone 10+,Puzzle,"July 5, 2018",1.13.108869,2.3.3 and up,[26432+)
Crack Attack,FAMILY,31970,77M,"1,000,000+",Free,0,Everyone,Puzzle,"June 7, 2017",1.8,Varies with device,[26432+)
Angelcare AH,MEDICAL,0,29M,50+,Free,0,Everyone,Medical,"October 6, 2017",300000.0.91,4.0.3 and up,"[0, 23)"
Online Kerala EB Bill Pay,FINANCE,37,3.9M,"5,000+",Free,0,Everyone,Finance,"November 16, 2017",1.0.0,4.0.3 and up,"[23, 889)"
Wattpad 📖 Free Books,BOOKS_AND_REFERENCE,2914724,Varies with device,"100,000,000+",Free,0,Teen,Books & Reference,"August 1, 2018",Varies with device,Varies with device,[26432+)
Paper flowers instructions,ART_AND_DESIGN,167,5.6M,"50,000+",Free,0,Everyone,Art & Design,"March 26, 2017",1.0,2.3 and up,"[23, 889)"
EZ File Manager(Root Explorer),PRODUCTIVITY,626,1.2M,"100,000+",Free,0,Everyone,Productivity,"June 23, 2015",1.1,3.2 and up,"[23, 889)"
Dare EMS Protocols,MEDICAL,0,20M,10+,Free,0,Everyone 10+,Medical,"July 26, 2018",1.8.3,4.1 and up,"[0, 23)"
Makeup Videos,BEAUTY,9,3.4M,"5,000+",Free,0,Everyone,Beauty,"June 7, 2018",1.0,4.0 and up,"[0, 23)"
DEM DZ,HEALTH_AND_FITNESS,2,957k,100+,Free,0,Teen,Health & Fitness,"November 13, 2017",1.0,2.3.3 and up,"[0, 23)"
Easy and quick desserts,FOOD_AND_DRINK,1398,10M,"100,000+",Free,0,Everyone 10+,Food & Drink,"June 14, 2018",1.0,4.0.3 and up,"[889, 26432)"
Modern Action Commando 3D,GAME,492,63M,"100,000+",Free,0,Teen,Action,"April 6, 2017",1.0,4.0.3 and up,"[23, 889)"
Adobe Photoshop Express:Photo Editor Collage Maker,PHOTOGRAPHY,914804,Varies with device,"50,000,000+",Free,0,Everyone,Photography,"July 22, 2018",5.0.508,4.4 and up,[26432+)
BA Pro Financial Calculator,FINANCE,36,9.4M,"1,000+",Paid,$1.99,Everyone,Finance,"November 16, 2015",1.3.3,2.3 and up,"[23, 889)"
BMX Boy Bike Stunt Rider Game,GAME,299,25M,"10,000+",Free,0,Everyone,Racing,"November 10, 2017",1.1,4.1 and up,"[23, 889)"
autolina.ch has over 120'000 cars on offer.,AUTO_AND_VEHICLES,25,6.5M,"10,000+",Free,0,Everyone,Auto & Vehicles,"August 2, 2017",1.02,4.2 and up,"[23, 889)"
AC Freedom,BUSINESS,537,Varies with device,"100,000+",Free,0,Everyone,Business,"May 25, 2018",Varies with device,Varies with device,"[23, 889)"
Free Resume App,BUSINESS,15830,Varies with device,"1,000,000+",Free,0,Everyone,Business,"July 19, 2018",Varies with device,Varies with device,"[889, 26432)"
BH Mission Playbook,TRAVEL_AND_LOCAL,0,22M,100+,Free,0,Everyone,Travel & Local,"April 2, 2018",1.5.4,4.4 and up,"[0, 23)"
Operate Now: Hospital,FAMILY,254861,52M,"10,000,000+",Free,0,Teen,Simulation,"August 1, 2018",1.20.3,4.4 and up,[26432+)
Order & Chaos 2: 3D MMO RPG,FAMILY,242722,54M,"10,000,000+",Free,0,Teen,Role Playing,"July 9, 2018",3.1.2b,4.0.3 and up,[26432+)
"Memory Helper - To do list, Notepad, Notes, Memo",PRODUCTIVITY,7566,4.0M,"500,000+",Free,0,Everyone,Productivity,"July 21, 2018",67,4.1 and up,"[889, 26432)"
PIO bv Transport App,BUSINESS,0,73M,5+,Free,0,Everyone,Business,"March 22, 2018",1.0.0,4.1 and up,"[0, 23)"
J. Polep Plus Mobile,PRODUCTIVITY,0,44M,100+,Free,0,Everyone,Productivity,"March 26, 2018",1.1.4,5.0 and up,"[0, 23)"
Météo Algérie DZ,WEATHER,1238,4.7M,"100,000+",Free,0,Everyone,Weather,"December 17, 2014",1.1.6,2.3 and up,"[889, 26432)"
Hopeless Land: Fight for Survival,GAME,250197,44M,"5,000,000+",Free,0,Teen,Action,"July 12, 2018",1.0,4.1 and up,[26432+)
Live chat - free video chat,DATING,1,8.7M,500+,Free,0,Mature 17+,Dating,"July 23, 2018",3.52,4.0.3 and up,"[0, 23)"
Dragon Hills,GAME,354373,66M,"10,000,000+",Free,0,Everyone 10+,Action,"October 12, 2017",1.2.7,4.1 and up,[26432+)
Inst Download - Video & Photo,VIDEO_PLAYERS,148715,3.3M,"10,000,000+",Free,0,Everyone,Video Players & Editors,"December 20, 2017",2.0,4.0 and up,[26432+)
Free Hypnosis,MEDICAL,4303,Varies with device,"100,000+",Free,0,Everyone,Medical,"September 6, 2016",Varies with device,Varies with device,"[889, 26432)"
CV Maker,PERSONALIZATION,114,3.0M,"10,000+",Free,0,Everyone,Personalization,"March 18, 2016",1.02,4.0.3 and up,"[23, 889)"
EU FTL Calculator,BUSINESS,60,1.8M,"10,000+",Free,0,Everyone,Business,"June 1, 2018",1.5.1,4.1 and up,"[23, 889)"
"The Voice, sing and connect",FAMILY,405824,Varies with device,"10,000,000+",Free,0,Everyone,Entertainment,"August 4, 2018",7.1.1,4.2 and up,[26432+)
Kidjo TV Kids Have Fun & Learn,ENTERTAINMENT,732,Varies with device,"100,000+",Free,0,Everyone,Entertainment;Music & Video,"August 1, 2018",Varies with device,Varies with device,"[23, 889)"
CA World '17,PRODUCTIVITY,7,18M,"1,000+",Free,0,Teen,Productivity,"June 10, 2018",7.17.2.0,5.0 and up,"[0, 23)"
BD TYCOON,FAMILY,16,33M,500+,Free,0,Everyone,Simulation,"July 6, 2017",1.2,4.1 and up,"[0, 23)"
HD Jigsaw Volvo FH Trucks,FAMILY,2,7.6M,500+,Free,0,Teen,Puzzle,"November 29, 2016",1.0,4.0 and up,"[0, 23)"
"ipsy: Makeup, Beauty, and Tips",BEAUTY,49790,14M,"1,000,000+",Free,0,Everyone,Beauty,"November 9, 2017",2.3.0,4.1 and up,[26432+)
FCB Connect - FC Barcelona,SOCIAL,795,21M,"50,000+",Free,0,Teen,Social,"June 7, 2018",2.1.5,4.1 and up,"[23, 889)"
DN Events,PRODUCTIVITY,4,18M,500+,Free,0,Teen,Productivity,"June 7, 2018",7.17.2.0,5.0 and up,"[0, 23)"
Learn Music Notes,FAMILY,143,4.4M,"1,000+",Paid,$1.99,Everyone,Music;Music & Video,"June 17, 2018",1.2.1,2.2 and up,"[23, 889)"
Weather Forecast Pro,WEATHER,14051,8.7M,"100,000+",Paid,$3.99,Everyone,Weather,"August 4, 2018",8.5,4.0 and up,"[889, 26432)"
"Reading Race 1b: sh, ch words",FAMILY,2,76M,50+,Paid,$3.99,Everyone,Educational;Education,"January 8, 2016",1.01,4.0 and up,"[0, 23)"
Spinal Cord Surgery Doctor: Operation ER surgery,FAMILY,52,32M,"10,000+",Free,0,Everyone 10+,Role Playing,"February 26, 2018",1.0,4.1 and up,"[23, 889)"
DU Collage Maker - Photo Collage & Grid & Layout,PHOTOGRAPHY,4595,2.5M,"100,000+",Free,0,Everyone,Photography,"September 4, 2017",1.4.0,4.0 and up,"[889, 26432)"
PMHNP-BC Pocket Prep,MEDICAL,112,13M,"1,000+",Free,0,Everyone,Medical,"July 12, 2018",4.5.2,4.4 and up,"[23, 889)"
C Pattern Programs Free,FAMILY,4115,5.8M,"100,000+",Free,0,Everyone,Education,"July 8, 2018",7.1.0,4.0 and up,"[889, 26432)"
The X-Files: Deep State - Hidden Object Adventure,FAMILY,22018,53M,"500,000+",Free,0,Teen,Casual,"July 18, 2018",2.6.1,5.0 and up,"[889, 26432)"
Audio Murli Glossary For BK,FAMILY,39,20M,"1,000+",Free,0,Everyone,Education,"January 25, 2016",1.1,4.0.3 and up,"[23, 889)"
Gun Simulator - Gun Games,FAMILY,134,Varies with device,"10,000+",Free,0,Teen,Simulation,"February 24, 2018",Varies with device,4.0.3 and up,"[23, 889)"
ASRA Coags,MEDICAL,15,5.8M,"1,000+",Paid,$3.99,Everyone,Medical,"August 1, 2018",2.1,4.1 and up,"[0, 23)"
e-Anatomy,MEDICAL,1545,74M,"100,000+",Free,0,Everyone,Medical,"July 30, 2018",4.8.2,4.0.3 and up,"[889, 26432)"
Gems or jewels ?,GAME,171448,13M,"10,000,000+",Free,0,Teen,Puzzle,"August 3, 2018",1.0.109,4.0 and up,[26432+)
EZ Quran,BOOKS_AND_REFERENCE,595,8.5M,"50,000+",Free,0,Everyone,Books & Reference,"June 28, 2016",6.0,4.1 and up,"[23, 889)"
"Stop, Breathe & Think: Meditation & Mindfulness",HEALTH_AND_FITNESS,8576,Varies with device,"1,000,000+",Free,0,Everyone,Health & Fitness,"July 28, 2018",Varies with device,Varies with device,"[889, 26432)"
MLP Colouring Adventures,FAMILY,7379,61M,"1,000,000+",Free,0,Everyone,Entertainment,"March 28, 2017",1.0,4.4 and up,"[889, 26432)"
Township,FAMILY,4451317,Varies with device,"50,000,000+",Free,0,Everyone,Casual,"July 19, 2018",5.9.0,4.0.3 and up,[26432+)
Quiz: Logo game,GAME,306764,29M,"10,000,000+",Free,0,Everyone,Trivia,"August 3, 2018",6.2,4.0.3 and up,[26432+)
Facebook Creator,SOCIAL,3895,Varies with device,"1,000,000+",Free,0,Teen,Social,"June 27, 2018",176.0.0.29.0,4.4 and up,"[889, 26432)"
What U See,SOCIAL,712,21M,"100,000+",Free,0,Teen,Social,"March 5, 2018",2.3.9,4.1 and up,"[23, 889)"
Animated Photo Editor,ART_AND_DESIGN,203,6.1M,"100,000+",Free,0,Everyone,Art & Design,"March 21, 2018",1.03,4.0.3 and up,"[23, 889)"
Bg Radios - Bulgarian radio stations online,FAMILY,8,13M,"1,000+",Free,0,Everyone,Entertainment,"July 13, 2018",1.3.2,4.1 and up,"[0, 23)"
WebCams,WEATHER,3963,23M,"100,000+",Free,0,Everyone,Weather,"July 17, 2018",5.2.11,4.2 and up,"[889, 26432)"
CX Network,BUSINESS,0,10M,0+,Free,0,Everyone,Business,"August 6, 2018",1.3.1,4.1 and up,"[0, 23)"
1. FC Köln App,SPORTS,2019,41M,"100,000+",Free,0,Everyone,Sports,"July 20, 2018",1.13.0,4.4 and up,"[889, 26432)"
Princess Adventures Puzzles,FAMILY,382,44M,"500,000+",Free,0,Everyone,Education;Creativity,"August 1, 2018",1.1.0,2.3 and up,"[23, 889)"
Xposed Wi-Fi-Pwd,PERSONALIZATION,1042,404k,"100,000+",Free,0,Everyone,Personalization,"August 5, 2014",3.0.0,4.0.3 and up,"[889, 26432)"
Board Game Stats: Play tracking for tabletop games,LIFESTYLE,275,3.9M,"5,000+",Paid,$2.99,Everyone,Lifestyle,"July 17, 2018",2.8.3,4.1 and up,"[23, 889)"
Black Social,SOCIAL,22,8.7M,"1,000+",Free,0,Teen,Social,"August 5, 2018",31.1.4,4.3 and up,"[0, 23)"
NBC Sports,SPORTS,78442,25M,"5,000,000+",Free,0,Everyone,Sports,"June 22, 2018",5.12.4,4.1 and up,[26432+)
Expert C Programming - Learn C Coding Easily,FAMILY,77,6.9M,"5,000+",Free,0,Everyone,Education,"January 5, 2018",1.1.9,5.0 and up,"[23, 889)"
Turnotronik CL,TOOLS,1,3.3M,10+,Free,0,Everyone,Tools,"May 24, 2018",1.0.3,4.0.3 and up,"[0, 23)"
Sonic 4™ Episode I,GAME,8014,37M,"100,000+",Paid,$2.99,Everyone,Arcade,"April 4, 2016",1.5.0,2.2 and up,"[889, 26432)"
Kim Bu Youtuber?,FAMILY,11,9.2M,"1,000+",Free,0,Everyone,Puzzle,"September 9, 2017",1.0,4.0 and up,"[0, 23)"
"Ruler & Area Measurement (cm, inch)",TOOLS,10,8.2M,"10,000+",Free,0,Everyone,Tools,"July 28, 2017",1.2,4.1 and up,"[0, 23)"
ZenUI Dialer & Contacts,COMMUNICATION,437674,Varies with device,"10,000,000+",Free,0,Everyone,Communication,"August 1, 2018",Varies with device,Varies with device,[26432+)
Legend - Animate Text in Video,SOCIAL,228737,Varies with device,"10,000,000+",Free,0,Everyone,Social,"July 12, 2016",Varies with device,Varies with device,[26432+)
Best Fiends - Free Puzzle Game,GAME,1480189,Varies with device,"10,000,000+",Free,0,Everyone,Casual,"August 2, 2018",5.8.1,Varies with device,[26432+)
the Egg - crack the egg,FAMILY,211,14M,"10,000+",Free,0,Everyone,Casual,"November 21, 2016",1.1.0,2.3 and up,"[23, 889)"
CR Family,FAMILY,10,5.2M,"1,000+",Free,0,Everyone,Education,"February 8, 2017",1.0.0,4.1 and up,"[0, 23)"
Little Panda Run,FAMILY,3235,32M,"1,000,000+",Free,0,Everyone,Educational;Action & Adventure,"June 20, 2018",8.25.10.00,4.0.3 and up,"[889, 26432)"
DB Train Simulator,FAMILY,6514,72M,"500,000+",Free,0,Everyone,Simulation,"May 23, 2018",1.6.2,3.0 and up,"[889, 26432)"
CP Dialer,SOCIAL,64,3.3M,"50,000+",Free,0,Teen,Social,"March 22, 2018",2.9.0,4.1 and up,"[23, 889)"
FANDOM for: GTA,FAMILY,39038,9.5M,"5,000,000+",Free,0,Mature 17+,Entertainment,"June 6, 2018",2.9.8,4.4 and up,[26432+)
DuraSpeed,TOOLS,5431,1.3M,"10,000,000+",Free,0,Everyone,Tools,"November 13, 2017",1.5.0,6.0 and up,"[889, 26432)"
"CL Reader for Craigslist(For sale, jobs, rental..)",TOOLS,61,6.3M,"1,000+",Free,0,Everyone,Tools,"September 14, 2017",1.9,4.1 and up,"[23, 889)"
imo free video calls and chat,COMMUNICATION,4785892,11M,"500,000,000+",Free,0,Everyone,Communication,"June 8, 2018",9.8.000000010501,4.0 and up,[26432+)
BZ Langenthaler Tagblatt,VIDEO_PLAYERS,22,8.5M,"1,000+",Free,0,Everyone,Video Players & Editors,"August 3, 2018",7.5.9.1,4.1 and up,"[0, 23)"
Weight Loss Running by Verv,HEALTH_AND_FITNESS,27393,59M,"1,000,000+",Free,0,Mature 17+,Health & Fitness,"July 16, 2018",6.5.3,4.1 and up,[26432+)
Once - Quality Matches Every day,DATING,222888,21M,"1,000,000+",Free,0,Mature 17+,Dating,"July 17, 2018",2.45,4.1 and up,[26432+)
Chicken Invaders 3,GAME,52390,20M,"5,000,000+",Free,0,Everyone,Arcade,"May 4, 2018",1.28ggl,2.3.3 and up,[26432+)
Jaylex,MEDICAL,0,13M,10+,Free,0,Everyone,Medical,"July 30, 2018",1.2.3-DEBUG,4.2 and up,"[0, 23)"
Homesnap Real Estate & Rentals,HOUSE_AND_HOME,3834,30M,"500,000+",Free,0,Everyone,House & Home,"July 31, 2018",5.20.38,4.2 and up,"[889, 26432)"
Q Wunder,FAMILY,156,43M,"10,000+",Free,0,Everyone,Education;Education,"June 30, 2018",2.0.13,4.1 and up,"[23, 889)"
Droid PRoCon BF3,TOOLS,412,2.6M,"5,000+",Paid,$0.99,Everyone,Tools,"March 12, 2015",2.2,3.0 and up,"[23, 889)"
CN Summer Challenge,FAMILY,985,49M,"100,000+",Free,0,Everyone,Entertainment;Brain Games,"May 24, 2018",1.1,4.4 and up,"[889, 26432)"
"Onet - news, weather, sport",NEWS_AND_MAGAZINES,13950,Varies with device,"1,000,000+",Free,0,Mature 17+,News & Magazines,"August 6, 2018",Varies with device,Varies with device,"[889, 26432)"
EF Lens Simulator,PHOTOGRAPHY,2,33M,100+,Paid,$9.99,Everyone,Photography,"February 27, 2017",2.8.3.1,2.2 and up,"[0, 23)"
Live Tennis Rankings / LTR,SPORTS,1660,4.7M,"10,000+",Free,0,Everyone,Sports,"June 5, 2018",3.9,4.0.3 and up,"[889, 26432)"
Wedding Countdown Widget,LIFESTYLE,7376,19M,"1,000,000+",Free,0,Everyone,Lifestyle,"January 11, 2018",5.2.2018010801-1,4.1 and up,"[889, 26432)"
Out of Bounds BH Demo,GAME,3,14M,10+,Free,0,Everyone,Action,"November 19, 2015",1.0,2.3.3 and up,"[0, 23)"
Spider grinder in screen funny,FAMILY,956,10M,"100,000+",Free,0,Teen,Entertainment,"May 17, 2016",1.1,2.2 and up,"[889, 26432)"
CSCS BG (в български),FAMILY,7,2.1M,100+,Paid,$3.99,Everyone,Education,"March 23, 2017",1.0,4.0.3 and up,"[0, 23)"
Car Driving Simulator Citroen,FAMILY,174,44M,"10,000+",Free,0,Everyone,Simulation,"July 18, 2017",1.0,2.3 and up,"[23, 889)"
CI Remote for Go,PRODUCTIVITY,20,Varies with device,100+,Free,0,Everyone,Productivity,"July 2, 2018",Varies with device,Varies with device,"[0, 23)"
Real AI,FAMILY,949,1.2M,"50,000+",Free,0,Everyone,Entertainment,"July 22, 2018",4.9,4.0 and up,"[889, 26432)"
O-Star,DATING,59,38M,"5,000+",Free,0,Everyone,Dating,"July 19, 2018",1.0.1,4.3 and up,"[23, 889)"
Ultimate Background Eraser,PHOTOGRAPHY,14453,21M,"1,000,000+",Free,0,Everyone,Photography,"March 13, 2018",1.9,4.1 and up,"[889, 26432)"
Dt Tracking,AUTO_AND_VEHICLES,4,24M,100+,Free,0,Everyone,Auto & Vehicles,"October 28, 2016",0.20,4.0 and up,"[0, 23)"
Br video editing,FAMILY,1,34M,100+,Free,0,Everyone,Entertainment,"September 1, 2017",1.0,4.1 and up,"[0, 23)"
Agent HQ for The Division,FAMILY,1060,2.5M,"100,000+",Free,0,Everyone,Entertainment,"February 17, 2018",0.35,4.0.3 and up,"[889, 26432)"
Kymco AK 550,AUTO_AND_VEHICLES,47,58M,"1,000+",Free,0,Everyone,Auto & Vehicles,"November 11, 2016",1.0,2.3 and up,"[23, 889)"
free video calls and chat,COMMUNICATION,594728,Varies with device,"50,000,000+",Free,0,Everyone,Communication,"July 19, 2018",7.3(800241),4.4 and up,[26432+)
REI – Shop Outdoor Gear,SHOPPING,3878,8.8M,"100,000+",Free,0,Everyone,Shopping,"May 8, 2018",5.6.8,4.1 and up,"[889, 26432)"
AJ Academy: Amazing Animals,FAMILY,1564,35M,"50,000+",Free,0,Everyone,Educational;Education,"May 25, 2018",1.1.0,4.1 and up,"[889, 26432)"
DU Browser—Browse fast & fun,COMMUNICATION,1133501,4.7M,"10,000,000+",Free,0,Everyone,Communication,"April 1, 2016",6.4.0.4,4.0 and up,[26432+)
Amazon Prime Video,ENTERTAINMENT,411683,24M,"50,000,000+",Free,0,Teen,Entertainment,"August 2, 2018",3.0.231.18141,4.1 and up,[26432+)
Fate GO Ap Counter,TOOLS,70,3.2M,"1,000+",Free,0,Everyone,Tools,"January 19, 2018",1.1.4,4.1 and up,"[23, 889)"
iLocker X - iOS11 Lockscreen with HD Wallpapers,PERSONALIZATION,1714,31M,"100,000+",Free,0,Everyone,Personalization,"June 19, 2018",1.4.7,4.1 and up,"[889, 26432)"
AC WIFI,TOOLS,41,23M,"10,000+",Free,0,Everyone,Tools,"June 3, 2018",1.0.3,2.3 and up,"[23, 889)"
cloudLibrary,BOOKS_AND_REFERENCE,10774,35M,"100,000+",Free,0,Everyone,Books & Reference,"June 28, 2018",3.8.10,4.1 and up,"[889, 26432)"
Arcraft - AR Sandbox,GAME,469,80M,"10,000+",Free,0,Everyone,Adventure,"May 19, 2017",1.4,4.0 and up,"[23, 889)"
ARY NEWS URDU,NEWS_AND_MAGAZINES,1071,9.7M,"500,000+",Free,0,Everyone,News & Magazines,"July 25, 2018",5.8.0,4.1 and up,"[889, 26432)"
ePazar.bg,SHOPPING,28,2.1M,"1,000+",Free,0,Everyone,Shopping,"January 7, 2017",3.0,3.0 and up,"[23, 889)"
Amleen Ey,SOCIAL,0,19M,1+,Free,0,Everyone,Social,"July 24, 2017",1.0,4.1 and up,"[0, 23)"
Curriculum Vitae,BUSINESS,3757,5.0M,"1,000,000+",Free,0,Everyone,Business,"March 29, 2016",2.8,2.3.3 and up,"[889, 26432)"
"AllTrails: Hiking, Running & Mountain Bike Trails",HEALTH_AND_FITNESS,16943,32M,"1,000,000+",Free,0,Everyone,Health & Fitness,"July 30, 2018",8.8.14,4.4 and up,"[889, 26432)"
Smart Launcher 5,PERSONALIZATION,512102,Varies with device,"10,000,000+",Free,0,Everyone,Personalization,"July 16, 2018",Varies with device,Varies with device,[26432+)
Leghe Fantagazzetta,SPORTS,79464,27M,"1,000,000+",Free,0,Everyone,Sports,"August 6, 2018",5.0.8,4.4 and up,[26432+)
DRAGON QUEST VI,FAMILY,3358,17M,"100,000+",Paid,$14.99,Everyone,Role Playing,"August 1, 2018",1.0.4,2.3 and up,"[889, 26432)"
Sci-Fi Sounds and Ringtones,PERSONALIZATION,128,11M,"10,000+",Free,0,Everyone,Personalization,"September 27, 2017",4.0,4.0 and up,"[23, 889)"
Banfield Pet Health Tracker,MEDICAL,1747,5.9M,"100,000+",Free,0,Everyone,Medical,"October 17, 2016",1.2.2,4.0 and up,"[889, 26432)"
AE Coin Mania : Arcade Fun,GAME,30002,29M,"1,000,000+",Free,0,Teen,Casino,"February 8, 2018",2.3.5,4.0.3 and up,[26432+)
DYPhyzio-Physiology Forum,FAMILY,4,1.3M,100+,Free,0,Everyone,Education,"August 22, 2017",1.1,4.1 and up,"[0, 23)"
Ex Service Taxis,BUSINESS,15,8.0M,"1,000+",Free,0,Everyone,Business,"October 21, 2015",20.7.9.2,2.3 and up,"[0, 23)"
F-Gas Solutions,BUSINESS,127,1.4M,"10,000+",Free,0,Everyone,Business,"October 7, 2016",2.1.3,4.0 and up,"[23, 889)"
News 5 Cleveland,NEWS_AND_MAGAZINES,1032,Varies with device,"100,000+",Free,0,Everyone,News & Magazines,"July 5, 2018",Varies with device,Varies with device,"[889, 26432)"
Sonic Dash,GAME,3778921,75M,"100,000,000+",Free,0,Everyone,Arcade,"July 26, 2018",3.8.5.Go,4.1 and up,[26432+)
