Category,Rating,Reviews,Content Rating,Genres,Current Ver,NewSize,InstallNews,PriceNew,LastUpdatedYear,LastUpdatedMonth,LastUpdatedDay,AndroidVerNew,review_group_new,TypeNew
SOCIAL,0.0,3047,Teen,Social,1.17.0,1500000.0,100000,0.0,2015,4,29,2.3,3,0
PARENTING,0.0,103,Everyone,Parenting,1.0.2-alpha4,28000000.0,10000,0.0,2018,6,29,4.4,2,0
ART_AND_DESIGN,1.0,175,Everyone,Art & Design,1.2,8199999.999999999,50000,0.0,2017,5,26,4.0,2,0
SHOPPING,0.0,16678,Everyone,Shopping,Varies with device,12000000.0,5000000,0.0,2018,7,25,4.0,3,0
FAMILY,1.0,37122,Everyone,Educational,1.03,89000000.0,1000000,0.0,2018,6,14,4.1,4,0
GAME,1.0,1167143,Everyone,Arcade,1.18.35,12000000.0,100000000,0.0,2017,9,20,4.1,4,0
BUSINESS,0.0,1383,Everyone,Business,3.24.1,51000000.0,100000,0.0,2018,7,12,5.0,3,0
TOOLS,0.0,4264,Everyone,Tools,2.6.1,14000000.0,500000,0.0,2014,7,12,2.3,3,0
GAME,1.0,1017408,Teen,Adventure,9.2.0,34000000.0,10000000,0.0,2018,7,16,4.0,4,0
TOOLS,0.0,4,Everyone,Tools,1.0.1,17000000.0,500,0.0,2018,5,12,4.3,1,0
FAMILY,0.0,5886,Everyone,Simulation,1.2,54000000.0,1000000,0.0,2018,5,28,4.0,3,0
TOOLS,0.0,338449,Everyone,Tools,8.6,2800000.0,10000000,0.0,2018,6,19,2.3,4,0
FAMILY,0.0,21735,Everyone,Simulation,1.0.03,37000000.0,1000000,0.0,2018,7,11,4.0,3,0
BUSINESS,1.0,20,Everyone,Business,2.1.10,2700000.0,10000,0.0,2018,7,17,4.1,1,0
GAME,1.0,155,Everyone,Arcade,1.2,32000000.0,1000,2.49,2018,5,26,4.1,2,1
PHOTOGRAPHY,1.0,8,Everyone,Photography,1.0,9000000.0,1000,0.0,2016,12,4,2.3,1,0
SHOPPING,1.0,5123,Everyone,Shopping,4.4.4,14000000.0,500000,0.0,2018,7,28,5.0,3,0
WEATHER,1.0,40606,Everyone,Weather,v7.0.02.3.0516.1_06_0713,15000000.0,10000000,0.0,2018,8,5,5.0,4,0
SPORTS,1.0,17,Everyone,Sports,1.0,1500000.0,50,0.0,2017,12,8,4.0,1,0
GAME,1.0,1,Everyone,Action,2.0,5800000.0,500,0.0,2018,5,17,4.0,1,0
TOOLS,1.0,7342,Everyone,Tools,Varies with device,12000000.0,1000000,0.0,2018,7,30,5.1,3,0
FAMILY,1.0,109,Everyone,Simulation,1.4,25000000.0,10000,0.0,2017,4,15,2.3,2,0
FAMILY,1.0,766,Everyone,Education;Education,1.0.11,14000000.0,10000,2.99,2018,5,22,2.2,2,1
SPORTS,1.0,2020,Everyone,Sports,4.4.0,84000000.0,100000,0.0,2018,5,24,5.0,3,0
MEDICAL,1.0,5521,Everyone,Medical,4.9.6,22000000.0,100000,0.0,2018,7,1,4.1,3,0
GAME,1.0,1327265,Teen,Racing,1.3,99000000.0,50000000,0.0,2017,4,12,2.3,4,0
PERSONALIZATION,1.0,229,Everyone,Personalization,1.9.1.180419172630.4a15962,1100000.0,500000,0.0,2018,5,23,5.0,2,0
PERSONALIZATION,1.0,2591941,Everyone,Personalization,Varies with device,12000000.0,100000000,0.0,2018,7,20,4.0,4,0
VIDEO_PLAYERS,1.0,2,Everyone,Video Players & Editors,8.3.13.6,17000000.0,100,0.0,2018,6,13,4.1,1,0
PHOTOGRAPHY,0.0,52,Everyone,Photography,2.0.160818,1800000.0,10000,0.0,2016,8,18,2.3,2,0
LIFESTYLE,1.0,1,Everyone,Lifestyle,1.2.36,2000000.0,100,0.0,2018,5,6,4.0,1,0
FINANCE,0.0,967,Everyone,Finance,1.2.1,22000000.0,100000,0.0,2018,8,2,4.1,3,0
HEALTH_AND_FITNESS,1.0,2599,Mature 17+,Health & Fitness,3.0.5.0,6900000.0,100000,0.0,2018,1,9,2.0,3,0
PHOTOGRAPHY,1.0,108002,Everyone,Photography,Varies with device,12000000.0,10000000,0.0,2018,7,26,4.0,4,0
FAMILY,1.0,3,Everyone,Entertainment,erie1.3.23.42-release,5500000.0,500,0.0,2018,7,13,4.4,1,0
GAME,1.0,59,Everyone,Board,0.1.10.0,1400000.0,1000,0.0,2017,4,8,2.3,2,0
COMMUNICATION,1.0,27156,Everyone,Communication,Varies with device,12000000.0,1000000,0.0,2018,5,31,4.0,4,0
FAMILY,1.0,1228,Everyone,Education,1.7,29000000.0,10000,0.0,2018,3,28,4.1,3,0
FAMILY,1.0,30668,Everyone,Casual;Pretend Play,2.1.3181,33000000.0,5000000,0.0,2018,7,16,4.0,4,0
ENTERTAINMENT,1.0,1511,Everyone,Entertainment,2.1.1,12000000.0,100000,0.0,2018,6,11,4.1,3,0
ENTERTAINMENT,1.0,123279,Everyone 10+,Entertainment;Music & Video,2.0.8,25000000.0,10000000,0.0,2018,1,24,4.4,4,0
LIFESTYLE,1.0,2,Everyone,Lifestyle,1.1.1,3000000.0,500,0.0,2018,7,24,4.0,1,0
BEAUTY,1.0,77,Mature 17+,Beauty,2.0,2900000.0,10000,0.0,2017,8,8,2.3,2,0
BUSINESS,1.0,1,Everyone,Business,2.0,30000000.0,50,0.0,2018,2,26,4.4,1,0
LIFESTYLE,1.0,3309,Everyone,Lifestyle,10.0,13000000.0,500000,0.0,2018,8,5,4.0,3,0
MAPS_AND_NAVIGATION,1.0,9,Everyone,Maps & Navigation,2.3,10000000.0,1000,0.0,2018,5,21,4.1,1,0
GAME,1.0,785622,Everyone,Music,1.35.2,12000000.0,50000000,0.0,2018,6,29,4.1,4,0
COMMUNICATION,0.0,4,Everyone,Communication,0.99,892000.0,100,0.0,2018,7,16,4.0,1,0
FOOD_AND_DRINK,1.0,5093,Everyone,Food & Drink,1.9.0,56000000.0,500000,0.0,2018,4,10,4.2,3,0
MEDICAL,1.0,283,Everyone,Medical,4.5.3,12000000.0,5000,0.0,2018,7,12,4.4,2,0
HOUSE_AND_HOME,0.0,14653,Everyone,House & Home,Varies with device,12000000.0,1000000,0.0,2018,7,16,4.0,3,0
HEALTH_AND_FITNESS,1.0,570242,Everyone,Health & Fitness,5.0.2,20000000.0,10000000,0.0,2018,8,2,4.1,4,0
GAME,1.0,937,Everyone,Trivia,2.14.5e,35000000.0,10000,0.0,2017,10,19,4.0,3,0
FAMILY,0.0,6903,Everyone,Educational;Pretend Play,2.0.7,25000000.0,1000000,0.0,2018,1,31,2.3,3,0
FAMILY,1.0,3593,Everyone,Board;Brain Games,1.4,19000000.0,500000,0.0,2018,3,7,4.1,3,0
GAME,1.0,1418,Teen,Casino,1.2.1,26000000.0,10000,0.0,2018,5,30,4.0,3,0
SOCIAL,1.0,57146,Everyone,Social,Varies with device,12000000.0,1000000,0.0,2018,7,27,4.0,4,0
TRAVEL_AND_LOCAL,1.0,51,Everyone,Travel & Local,1.0,245000.0,10000,0.0,2014,2,22,2.2,2,0
GAME,0.0,25275,Everyone,Racing,1.10,21000000.0,5000000,0.0,2017,8,11,2.3,3,0
TOOLS,1.0,20418,Everyone,Tools,4.54,4300000.0,1000000,0.0,2018,4,8,4.0,3,0
PHOTOGRAPHY,1.0,20,Everyone,Photography,0.1,4800000.0,1000,0.0,2017,1,6,2.3,1,0
FAMILY,1.0,77,Everyone,Education,1.6,10000000.0,10000,0.0,2017,7,7,2.3,2,0
SHOPPING,1.0,19212,Everyone,Shopping,0.2.9.17,6900000.0,500000,0.0,2018,8,3,4.1,3,0
NEWS_AND_MAGAZINES,0.0,2375,Everyone,News & Magazines,Varies with device,12000000.0,100000,0.0,2017,2,23,4.0,3,0
TOOLS,0.0,383,Everyone,Tools,6.1.7,26000000.0,50000,0.0,2018,7,30,4.2,2,0
TRAVEL_AND_LOCAL,0.0,7705,Everyone,Travel & Local,9.7.1,40000000.0,1000000,0.0,2018,8,6,4.1,3,0
EDUCATION,1.0,3963,Everyone,Education,Varies with device,12000000.0,100000,0.0,2018,6,6,4.0,3,0
PHOTOGRAPHY,1.0,16523,Everyone,Photography,1.2.31,12000000.0,1000000,0.0,2018,7,30,4.1,3,0
COMMUNICATION,1.0,45487,Everyone,Communication,Varies with device,12000000.0,10000000,0.0,2016,10,27,4.0,4,0
FAMILY,1.0,68,Everyone,Entertainment,1.0.3,2700000.0,5000,0.0,2018,1,7,5.0,2,0
GAME,1.0,24210,Teen,Action,1.091,45000000.0,500000,0.0,2015,11,13,2.2,3,0
SPORTS,1.0,670,Everyone,Sports,2.2,3100000.0,10000,0.0,2017,11,17,4.0,2,0
BUSINESS,0.0,31,Everyone,Business,2.6,54000000.0,10000,0.0,2018,4,4,4.1,2,0
BUSINESS,0.0,84,Everyone,Business,1.0,2100000.0,10000,0.0,2014,10,28,4.1,2,0
LIFESTYLE,0.0,28,Everyone,Lifestyle,1.0.0.8,121000.0,1000,0.0,2016,1,23,4.2,2,0
MEDICAL,1.0,6099,Everyone,Medical,3.18.2,38000000.0,500000,0.0,2018,7,31,4.3,3,0
TRAVEL_AND_LOCAL,0.0,144,Everyone,Travel & Local,5.0,8700000.0,10000,0.0,2014,10,2,2.3,2,0
PRODUCTIVITY,1.0,253155,Everyone,Productivity,3.0.17,3500000.0,5000000,0.0,2018,3,19,4.0,4,0
PHOTOGRAPHY,0.0,28660,Everyone,Photography,1.0.12,6400000.0,5000000,0.0,2018,3,21,4.0,4,0
TOOLS,0.0,163,Everyone,Tools,6.1.7,26000000.0,10000,0.0,2018,7,30,4.2,2,0
LIBRARIES_AND_DEMO,0.0,1267,Everyone,Libraries & Demo,5.1.2,55000000.0,100000,0.0,2018,8,2,4.4,3,0
FINANCE,1.0,15703,Everyone,Finance,Varies with device,12000000.0,1000000,0.0,2018,7,25,4.0,3,0
BUSINESS,1.0,0,Everyone,Business,1.3,2500000.0,100,0.0,2018,6,19,4.4,1,0
FINANCE,0.0,913,Everyone,Finance,1.0,70000.0,100000,0.0,2012,7,20,1.5,3,0
FAMILY,1.0,659,Everyone,Strategy,1.0.28,3300000.0,10000,3.99,2018,8,4,1.5,2,1
MEDICAL,1.0,1517,Everyone,Medical,2.5.9,8500000.0,100000,0.0,2018,7,13,2.3,3,0
BUSINESS,1.0,2,Everyone,Business,4.2,5200000.0,100,0.0,2018,7,27,5.0,1,0
SPORTS,1.0,112725,Everyone,Sports,Varies with device,12000000.0,5000000,0.0,2018,7,31,4.0,4,0
FINANCE,1.0,6148,Everyone,Finance,1.14.1,10000000.0,1000000,0.0,2018,6,1,4.1,3,0
MEDICAL,1.0,453,Everyone,Medical,1.1,11000000.0,100000,0.0,2017,7,7,4.0,2,0
FAMILY,1.0,186,Everyone,Education,2.9.0,9600000.0,10000,0.0,2017,10,12,4.1,2,0
MAPS_AND_NAVIGATION,0.0,112,Everyone,Maps & Navigation,1.3,1400000.0,10000,0.0,2013,12,26,2.2,2,0
PERSONALIZATION,1.0,1,Everyone,Personalization,1.1.0,3900000.0,100,0.0,2018,5,22,4.0,1,0
MEDICAL,0.0,253,Everyone,Medical,1.3.4,4200000.0,50000,0.0,2016,9,12,2.3,2,0
SPORTS,0.0,4,Everyone,Sports,4.6,5600000.0,100,0.0,2018,5,17,4.3,1,0
FAMILY,1.0,1,Everyone,Education,2.0,21000000.0,10,0.0,2018,3,5,4.2,1,0
GAME,1.0,16876,Teen,Trivia,3.0.1,59000000.0,1000000,0.0,2018,6,28,6.0,3,0
LIFESTYLE,1.0,0,Everyone,Lifestyle,3.9.9.2,3000000.0,100,0.0,2018,6,7,2.3,1,0
TOOLS,1.0,6267,Everyone,Tools,2.1,1700000.0,1000000,0.0,2016,5,7,3.2,3,0
BUSINESS,1.0,6,Teen,Business,1.9.0,3700000.0,500,0.0,2018,6,25,5.0,1,0
MAPS_AND_NAVIGATION,0.0,742,Everyone,Maps & Navigation,5.7,15000000.0,100000,0.0,2018,7,9,4.1,2,0
EDUCATION,1.0,108613,Everyone,Education,Varies with device,12000000.0,10000000,0.0,2018,8,3,4.0,4,0
GAME,0.0,17,Everyone,Arcade,1.5,30000000.0,1000,0.0,2018,3,13,7.0,1,0
FINANCE,1.0,15192,Everyone,Finance,4.2.1,38000000.0,1000000,0.0,2018,5,23,4.1,3,0
FAMILY,1.0,85015,Everyone 10+,Strategy,1.03.06,46000000.0,1000000,0.0,2018,8,1,4.0,4,0
FAMILY,1.0,22,Everyone,Puzzle,1.0.9,31000000.0,1000,0.0,2018,8,3,4.1,1,0
EVENTS,1.0,811,Everyone,Events,3.8,2800000.0,10000,0.0,2018,5,29,4.0,2,0
FAMILY,0.0,168,Everyone,Strategy,1.2.2,24000000.0,10000,0.0,2017,3,1,4.0,2,0
FAMILY,1.0,56444,Everyone,Sports;Action & Adventure,04.00.40,43000000.0,500000,4.99,2017,2,8,2.3,4,1
FAMILY,1.0,2,Everyone,Entertainment,1.0,705000.0,100,0.0,2016,3,1,2.1,1,0
HEALTH_AND_FITNESS,1.0,465,Everyone,Health & Fitness,1.08,6400000.0,500000,0.0,2018,6,7,4.0,2,0
PERSONALIZATION,1.0,323,Everyone,Personalization,1.03,38000000.0,10000,0.0,2014,12,4,2.3,2,0
FAMILY,1.0,51,Everyone,Casual,2.1,39000000.0,5000,0.0,2018,4,16,4.1,2,0
FAMILY,0.0,345,Everyone 10+,Simulation,1.3.0,14000000.0,100000,0.0,2016,11,11,3.0,2,0
FAMILY,1.0,6669,Everyone,Simulation,1.0.8,31000000.0,1000000,0.0,2018,3,1,2.3,3,0
TOOLS,0.0,736,Everyone,Tools,1.11,1800000.0,100000,0.0,2017,7,5,4.0,2,0
EDUCATION,1.0,2277,Everyone,Education,Varies with device,12000000.0,100000,0.0,2017,11,7,4.0,3,0
SPORTS,1.0,277902,Mature 17+,Sports,Varies with device,12000000.0,5000000,0.0,2018,8,2,4.0,4,0
TOOLS,1.0,3,Everyone,Tools,1.0.15,5300000.0,10,2.99,2018,5,27,4.4,1,1
LIBRARIES_AND_DEMO,0.0,2087,Everyone,Libraries & Demo,Varies with device,12000000.0,50000,0.0,2018,7,30,4.0,3,0
BUSINESS,0.0,23243,Everyone,Business,Varies with device,12000000.0,5000000,0.0,2018,6,25,4.0,3,0
LIFESTYLE,1.0,113,Everyone,Lifestyle,3.0.0,20000000.0,1000,0.0,2016,9,30,4.0,2,0
TRAVEL_AND_LOCAL,0.0,35,Everyone,Travel & Local,1.9,13000000.0,10000,0.0,2017,6,6,2.3,2,0
GAME,1.0,133195,Everyone,Board,1.58,11000000.0,5000000,0.0,2018,6,11,4.1,4,0
COMMUNICATION,0.0,4,Teen,Communication,2.26.5.0,5400000.0,100,0.0,2017,12,24,5.0,1,0
FAMILY,1.0,17,Mature 17+,Entertainment,1.4.4,23000000.0,100,3.99,2017,1,16,4.0,1,1
SPORTS,1.0,169,Everyone,Sports,2.0.855.33,19000000.0,10000,0.0,2018,7,27,4.0,2,0
FAMILY,1.0,584070,Everyone 10+,Strategy,1.4.1,24000000.0,5000000,0.0,2018,7,18,4.1,4,0
FAMILY,0.0,85,Everyone,Puzzle,1.0.0,2100000.0,10000,0.0,2016,4,22,2.1,2,0
HEALTH_AND_FITNESS,0.0,293,Everyone,Health & Fitness,2.4.43,19000000.0,50000,0.0,2018,7,20,4.1,2,0
FINANCE,1.0,11,Everyone,Finance,1.6.1,2200000.0,1000,0.0,2018,4,11,4.0,1,0
PHOTOGRAPHY,1.0,111066,Everyone,Photography,4.8.7,74000000.0,5000000,0.0,2018,8,3,4.0,4,0
GAME,1.0,1432447,Everyone,Arcade,1.3.21,59000000.0,50000000,0.0,2017,11,9,4.0,4,0
FAMILY,1.0,78,Everyone,Educational,1.3,787000.0,10000,0.0,2017,2,26,4.1,2,0
BOOKS_AND_REFERENCE,1.0,313,Everyone,Books & Reference,0.7,6900000.0,50000,0.0,2018,8,4,1.0,2,0
NEWS_AND_MAGAZINES,1.0,1,Everyone,News & Magazines,1.1,1300000.0,50,0.0,2018,5,2,5.0,1,0
LIFESTYLE,0.0,2160,Everyone,Lifestyle,1.6.5,15000000.0,100000,0.0,2018,6,25,4.3,3,0
PERSONALIZATION,1.0,934,Everyone,Personalization,4.1,3800000.0,10000,0.0,2014,10,17,4.0,3,0
MEDICAL,1.0,22,Everyone,Medical,2.0,18000000.0,10000,0.0,2018,3,16,4.0,1,0
FAMILY,1.0,146,Teen,Entertainment,2.4,3900000.0,10000,0.0,2018,3,30,4.1,2,0
FAMILY,1.0,2,Everyone,Education,1.0,5900000.0,1000,0.0,2017,11,21,4.0,1,0
FAMILY,1.0,20463,Everyone 10+,Strategy;Action & Adventure,1.2.1,25000000.0,100000,3.99,2018,7,18,4.1,3,1
SOCIAL,1.0,41269,Mature 17+,Social,1.3.6.4,12000000.0,1000000,0.0,2017,5,10,4.0,4,0
GAME,1.0,452589,Mature 17+,Action,2.2,99000000.0,10000000,0.0,2018,7,1,4.0,4,0
MEDICAL,1.0,3052,Everyone,Medical,3.8.0,12000000.0,100000,0.0,2018,7,31,4.1,3,0
FAMILY,0.0,24,Everyone,Entertainment,1.0.15,13000000.0,10000,0.0,2018,6,5,4.1,2,0
FAMILY,0.0,403,Teen,Education,1.7.0.00115,39000000.0,50000,0.0,2018,7,30,4.1,2,0
FINANCE,0.0,463,Everyone,Finance,4.2.31,13000000.0,10000,0.0,2018,4,5,4.2,2,0
GAME,1.0,4923,Everyone 10+,Adventure,1.0.0,20000000.0,100000,0.0,2015,8,26,2.3,3,0
VIDEO_PLAYERS,0.0,24,Everyone,Video Players & Editors,4.0.3,16000000.0,5000,0.0,2017,1,4,3.0,2,0
BUSINESS,1.0,2,Everyone,Business,1.0,1400000.0,10,0.0,2017,11,21,4.4,1,0
TOOLS,1.0,1094094,Everyone,Tools,Varies with device,12000000.0,100000000,0.0,2018,7,10,4.0,4,0
SOCIAL,0.0,32,Teen,Social,1.0,1600000.0,10000,0.0,2016,12,16,1.6,2,0
FAMILY,1.0,6784,Everyone,Entertainment,2.3.0,13000000.0,500000,0.0,2017,8,30,4.4,3,0
TOOLS,1.0,101738,Everyone,Tools,2.2.82,10000000.0,1000000,0.0,2018,7,26,4.0,4,0
FAMILY,1.0,38021,Everyone,Casual;Music & Video,18.2,19000000.0,10000000,0.0,2018,7,6,4.0,4,0
PRODUCTIVITY,1.0,1048766,Everyone,Productivity,2.6.28,13000000.0,10000000,0.0,2018,8,3,4.0,4,0
GAME,1.0,101762,Teen,Action,2.0.0,11000000.0,1000000,0.0,2015,6,11,3.0,4,0
TOOLS,1.0,7063,Everyone,Tools,2.3.2,12000000.0,1000000,0.0,2018,1,25,5.0,3,0
FAMILY,1.0,2,Everyone,Entertainment,5.1.4,3900000.0,100,0.0,2017,10,25,4.1,1,0
TOOLS,1.0,208,Everyone,Tools,1.2.1,6000000.0,10000,0.0,2016,6,16,4.1,2,0
FAMILY,1.0,67,Teen,Entertainment,1.08,6500000.0,5000,0.0,2016,1,29,4.0,2,0
FAMILY,1.0,1491,Everyone,Education,1.3,38000000.0,50000,0.0,2017,10,31,4.1,3,0
COMMUNICATION,1.0,21,Everyone,Communication,1.1.0,8700000.0,5000,0.0,2018,7,24,4.0,1,0
TOOLS,0.0,1420,Everyone,Tools,9.7.753080,2700000.0,100000,0.0,2014,4,22,4.1,3,0
VIDEO_PLAYERS,1.0,326232,Everyone,Video Players & Editors,Varies with device,12000000.0,50000000,0.0,2016,12,3,4.0,4,0
FAMILY,1.0,367951,Teen,Strategy,2.2.8,76000000.0,5000000,0.0,2018,7,16,4.0,4,0
TOOLS,1.0,1,Everyone,Tools,1.0.16,4500000.0,500,0.0,2017,11,29,4.1,1,0
ENTERTAINMENT,1.0,38769,Mature 17+,Entertainment,7.2.3,44000000.0,1000000,0.0,2015,9,22,2.3,4,0
PERSONALIZATION,1.0,8642,Everyone,Personalization,1.1.6,3700000.0,500000,0.0,2018,5,22,4.0,3,0
MEDICAL,1.0,0,Everyone,Medical,1.2.9,6600000.0,5,0.0,2018,7,18,4.4,1,0
FAMILY,1.0,562,Everyone,Education;Education,3.8.0.251918,20000000.0,50000,0.0,2017,12,21,4.1,2,0
NEWS_AND_MAGAZINES,1.0,296781,Everyone 10+,News & Magazines,Varies with device,12000000.0,10000000,0.0,2018,7,24,4.0,4,0
MEDICAL,0.0,3,Everyone,Medical,1.4,7300000.0,500,0.0,2018,5,24,3.2,1,0
ENTERTAINMENT,1.0,8968,Everyone,Entertainment;Music & Video,1.0.20,35000000.0,1000000,0.0,2018,1,23,4.4,3,0
AUTO_AND_VEHICLES,1.0,40211,Everyone,Auto & Vehicles,Varies with device,12000000.0,5000000,0.0,2018,7,30,4.0,4,0
COMMUNICATION,1.0,0,Teen,Communication,1.7,3200000.0,10,0.0,2018,4,23,4.1,1,0
GAME,1.0,13604,Teen,Action,2.4.4,96000000.0,1000000,0.99,2018,6,26,2.3,3,1
GAME,1.0,2178,Everyone,Racing,1.1,57000000.0,500000,0.0,2018,3,28,4.1,3,0
FINANCE,1.0,659741,Everyone,Finance,6.28.0,47000000.0,50000000,0.0,2018,7,18,4.4,4,0
TOOLS,1.0,372553,Everyone,Tools,3.0.1114,21000000.0,10000000,0.0,2018,8,6,4.1,4,0
FAMILY,0.0,2,Everyone,Education,5.33.3669,21000000.0,1000,0.0,2018,7,27,5.0,1,0
LIFESTYLE,1.0,16637,Everyone,Lifestyle,1.8,10000000.0,1000000,0.0,2017,6,18,2.3,3,0
FAMILY,1.0,6,Teen,Education,3.8.0,8100000.0,100,0.0,2018,6,26,4.1,1,0
FAMILY,1.0,7,Everyone,Education,1.0,2300000.0,1000,0.0,2018,5,25,4.0,1,0
BUSINESS,1.0,244,Everyone,Business,4.38,6900000.0,1000,4.99,2017,8,17,2.3,2,1
PHOTOGRAPHY,1.0,351254,Everyone,Photography,4.6.0.0,4000000.0,10000000,0.0,2018,6,29,4.2,4,0
BOOKS_AND_REFERENCE,1.0,860,Everyone,Books & Reference,1.0,13000000.0,100000,0.0,2018,7,17,4.0,2,0
DATING,1.0,5,Teen,Dating,4.0,9300000.0,500,0.0,2018,7,14,4.0,1,0
FINANCE,1.0,175,Everyone,Finance,5.9.1.0,12000000.0,1000,0.0,2018,6,12,5.0,2,0
DATING,1.0,22544,Mature 17+,Dating,1.31.4,5900000.0,1000000,0.0,2018,7,27,4.0,3,0
HEALTH_AND_FITNESS,1.0,134195,Everyone,Health & Fitness,Varies with device,12000000.0,10000000,0.0,2018,6,14,4.0,4,0
FAMILY,0.0,33812,Teen,Entertainment,2.5,12000000.0,5000000,0.0,2018,7,30,4.1,4,0
TOOLS,0.0,1960,Everyone,Tools,2.5,2700000.0,1000000,0.0,2018,8,4,4.1,3,0
NEWS_AND_MAGAZINES,1.0,198,Everyone,News & Magazines,3.2.2,9100000.0,10000,0.0,2018,5,29,5.0,2,0
SHOPPING,1.0,210208,Everyone,Shopping,Varies with device,12000000.0,10000000,0.0,2018,8,1,4.0,4,0
FAMILY,1.0,0,Everyone,Education,Varies with device,12000000.0,50,1.99,2018,7,16,4.0,1,1
BOOKS_AND_REFERENCE,0.0,1680,Everyone,Books & Reference,3.05,4000000.0,100000,0.0,2016,8,20,4.0,3,0
FINANCE,1.0,44,Everyone,Finance,4.2.31,13000000.0,1000,0.0,2018,4,5,4.2,2,0
BUSINESS,1.0,34,Everyone,Business,1.0,26000000.0,10000,0.0,2017,10,10,4.0,2,0
FAMILY,1.0,4,Teen,Entertainment,5.1,2500000.0,100,0.0,2015,6,24,3.0,1,0
BUSINESS,1.0,1661,Everyone,Business,3.0.4651,46000000.0,100000,0.0,2018,8,2,4.4,3,0
GAME,1.0,4355,Everyone,Casual,1.6,12000000.0,1000000,0.0,2017,7,17,2.3,3,0
SOCIAL,0.0,163679,Mature 17+,Social,Varies with device,12000000.0,5000000,0.0,2018,8,1,4.0,4,0
GAME,1.0,74673,Everyone,Casual,3.3.3179,17000000.0,10000000,0.0,2018,7,6,4.0,4,0
FAMILY,1.0,81001,Everyone,Puzzle,2.15.2,85000000.0,1000000,0.0,2018,4,27,4.1,4,0
GAME,1.0,2032,Teen,Card,0.1.27,50000000.0,50000,0.0,2018,6,5,4.1,3,0
FINANCE,0.0,861,Everyone,Finance,3.3.9,17000000.0,100000,0.0,2018,5,29,4.4,2,0
MAPS_AND_NAVIGATION,1.0,0,Everyone 10+,Maps & Navigation,3.0,5000000.0,100,0.0,2016,2,19,2.2,1,0
LIFESTYLE,0.0,25,Everyone,Lifestyle,1.0.2,4700000.0,1000,0.0,2015,3,10,4.0,2,0
MEDICAL,1.0,3,Everyone,Medical,1.0,9500000.0,1000,0.0,2017,1,20,2.2,1,0
FINANCE,0.0,256,Everyone,Finance,200,28000000.0,10000,0.0,2017,11,2,4.0,2,0
GAME,0.0,141,Everyone,Arcade,1.0.6,19000000.0,10000,0.0,2018,5,26,4.1,2,0
LIFESTYLE,0.0,16168,Everyone,Lifestyle,2.2.9,55000000.0,1000000,0.0,2018,7,26,4.0,3,0
GAME,1.0,5731,Mature 17+,Adventure,1.1.5,31000000.0,1000000,0.0,2018,1,2,4.1,3,0
ART_AND_DESIGN,1.0,1216,Everyone,Art & Design,1.0.0,8600000.0,10000,1.99,2018,6,26,4.1,3,1
COMMUNICATION,1.0,0,Teen,Communication,1.2.4,3300000.0,10,0.0,2017,11,3,4.2,1,0
GAME,0.0,22191,Everyone,Board,1.10,3000000.0,1000000,0.0,2015,5,4,2.3,3,0
BOOKS_AND_REFERENCE,1.0,124,Everyone,Books & Reference,Varies with device,12000000.0,5000,2.99,2015,8,25,4.0,2,1
MEDICAL,0.0,236,Everyone,Medical,1.1.0.0.1487,18000000.0,50000,0.0,2018,7,25,5.0,2,0
FAMILY,1.0,166886,Everyone 10+,Education,3.6.2,21000000.0,10000000,0.0,2018,7,29,4.0,4,0
COMICS,1.0,1006,Everyone,Comics,2.3.3,19000000.0,50000,0.0,2018,8,3,4.0,3,0
GAME,1.0,1351833,Teen,Action,3.0.3,12000000.0,10000000,0.0,2013,10,28,2.1,4,0
FAMILY,0.0,38,Everyone,Entertainment,5055.524.5,42000000.0,5000,0.0,2018,4,6,4.1,2,0
MAPS_AND_NAVIGATION,1.0,10,Everyone,Maps & Navigation,2.1.0,7800000.0,100,0.0,2018,6,26,4.4,1,0
MEDICAL,1.0,18674,Everyone,Medical,3.25.0,12000000.0,1000000,0.0,2018,7,27,4.4,3,0
GAME,1.0,10424925,Everyone,Adventure,0.111.3,85000000.0,100000000,0.0,2018,7,23,4.4,4,0
COMMUNICATION,0.0,10,Everyone,Communication,2.1.4,3800000.0,100,1.49,2018,5,12,2.1,1,1
TRAVEL_AND_LOCAL,1.0,0,Everyone,Travel & Local,1.0.1,90000000.0,10,0.0,2018,6,30,4.2,1,0
FAMILY,0.0,589,Everyone,Education,8.3.2,28000000.0,100000,0.0,2018,6,11,4.0,2,0
FAMILY,1.0,145,Everyone,Entertainment,1.0,14000000.0,10000,0.0,2018,7,11,4.2,2,0
TRAVEL_AND_LOCAL,1.0,60,Everyone,Travel & Local,1.0.2,13000000.0,1000,0.0,2015,8,6,2.3,2,0
GAME,1.0,52199,Teen,Casino,1.2.4.69,12000000.0,1000000,0.0,2017,5,18,2.3,4,0
GAME,0.0,32,Everyone 10+,Arcade,1.00.10,27000000.0,1000,0.99,2017,3,23,4.0,2,1
NEWS_AND_MAGAZINES,1.0,4,Everyone,News & Magazines,1.3,3100000.0,100,0.0,2018,6,15,4.4,1,0
COMMUNICATION,1.0,7,Everyone,Communication,1.01,308000.0,5000,0.0,2016,9,6,2.0,1,0
TOOLS,0.0,8780,Everyone,Tools,2.7.5,5000000.0,1000000,0.0,2018,6,13,4.2,3,0
